Headlines,Summary,URL
Why Sydney is preserving thousands of flowers after deadly Bondi attack,"As Australia mourns the Bondi shooting victims, volunteers have been preserving tributes left in their honour.",https://www.bbc.com/news/articles/c70l9531pd1o
Emergency call released of boy who swam for hours to save family,"Austin Appelbee, 13, swam to get help for his mother and siblings after they were swept out to sea.",https://www.bbc.com/news/videos/cy8g741k920o
Watch: Snake at train station scares Sydney commuters,People were seen running away as soon as they came across the venomous snake.,https://www.bbc.com/news/videos/cvgdy0ze8eko
'Really scary': Sydney residents react to shark attacks,The BBC spoke to people in Sydney about the four shark attacks in 48 hours along Australia's New South Wales coast.,https://www.bbc.com/news/videos/cpwnk040qd1o
Man swims in flooded Sydney golf course after heavy rain,Heavy rain did not dampen a man's spirits as he decided to take a dive into a flooded Sydney golf course.,https://www.bbc.com/news/videos/cy054r4l953o
Aerial footage shows cars swept away by flash floods on Great Ocean Road,Australia's Great Ocean Road closed on Thursday after flash floods hit the state of Victoria.,https://www.bbc.com/news/videos/c1wz807vpglo
BBC goes inside the beach volleyball contest hours from the nearest coast,"For 25 years, a rural Australian town has been transforming its main street into an inland beach.",https://www.bbc.com/news/videos/cp8rk533lp4o
'It smacks of England' - Australia fail again at T20 World Cup,Muddled selection and the lack of a plan B - how Australia's T20 World Cup campaign was derailed in Sri Lanka.,https://www.bbc.com/sport/cricket/articles/cqxd4rgr99qo
Smith added to Australia squad before crucial match,Batter Steve Smith is added to Australia's T20 World Cup squad in time for Monday's crucial match against Sri Lanka in Kandy.,https://www.bbc.com/sport/cricket/articles/c5yrvld7925o
Watchdog to investigate Sydney police after anti-Herzog protest violence,Videos emerged of police appearing to punch protesters at rally against Israeli president on Monday.,https://www.bbc.com/news/articles/crk84ggrv33o
Australia's Liberal Party ousts first woman leader,"Sussan Ley, plagued by poor polls, was deposed by Angus Taylor after just nine months in the job.",https://www.bbc.com/news/articles/cr5lmgdmy9mo
Australia's first female Liberal leader faces leadership challenge,"The shadow defence minister has resigned from the front bench and called for a leadership contest saying the party has ""lost its way"".",https://www.bbc.com/news/articles/cm2r4d5mnero
Ellis takes four wickets in Australia win,"Australia's Nathan Ellis puts in a strong bowling performance, posting 4-12 from 3.5 overs in a win over Ireland at the T20 World Cup.",https://www.bbc.com/sport/cricket/videos/c1w5j7r0e92o
Australia's Marsh out with 'testicular bleeding',"Australia captain Mitchell Marsh is ruled out of their opening T20 World Cup game against Ireland after suffering ""testicular bleeding"", with Steve Smith called up as cover.",https://www.bbc.com/sport/cricket/articles/c4gjlgpgny0o
"Australian author's erotic novel is child sex abuse material, judge finds",The author's erotic novel featured an 18-year-old protagonist who role-played as a toddler.,https://www.bbc.com/news/articles/ckgzv529v5no
Australia's opposition coalition reunites after row over hate-speech laws,The Nationals had split from the Liberals citing free speech concerns over laws brought in after the Bondi Beach attack.,https://www.bbc.com/news/articles/cg7e981e4n5o
The woman tasked with kicking Australian kids off social media,"After decades working in the private tech industry, Julia Inman Grant now finds herself on the other side.",https://www.bbc.com/news/articles/ckgyvlgvk43o
'My life was transformed when I got rare sheep disease on holiday',Caithness famer Sally Crowe was left bedbound for almost two years and struggled with the after-effects of Q fever for more than a decade.,https://www.bbc.com/news/articles/c3942gv9z1vo
Coin portrait of late Queen draws criticism in Australia,"The Royal Australian Mint has defended the design of the coins, which mark 100 years since Queen Elizabeth II's birth.",https://www.bbc.com/news/articles/c70l0wzww50o
Australia's Hazlewood ruled out of T20 World Cup,"Seamer Josh Hazlewood had been named in the 15-man squad but Cricket Australia say it's ""too much of a risk"" to try get him fit for the latter stages of the competition.",https://www.bbc.com/sport/cricket/articles/crrngryzknlo
Suspect identified in disappearance of four-year-old in Australian outback,Gus Lamont was last seen playing outside his home on a remote sheep station on 27 September.,https://www.bbc.com/news/articles/c368g5l33xzo
Man charged with terrorism over attack targeting Aboriginal Australians at protest,Accused allegedly threw a homemade bomb at a crowd which had gathered to protest Australia Day.,https://www.bbc.com/news/articles/cr4kgwy3nvvo
Australia police charge man with abuse of 459 children,The man allegedly used social media and gaming platforms to target children in more than a dozen countries.,https://www.bbc.com/news/articles/cp8736x1m05o
Doctor who treated Bondi Junction mass killer referred to health regulator,A coroner has found Joel Cauchi's doctor failed to heed warnings he was having a relapse of schizophrenia.,https://www.bbc.com/news/articles/cy7mrx6ne1po
"'I don't think I am a hero': Boy, 13, describes 'superhuman' swim to save family",Austin Appelbee recounts his 'superhuman' swim which saved the lives of his mother and siblings in Australia.,https://www.bbc.com/news/articles/cly3ezj3rg3o
Hazlewood set to miss first half of T20 World Cup,Australia fast bowler Josh Hazlewood is unlikely to be involved in the first half of the T20 World Cup as he continues his recovery from injury.,https://www.bbc.com/sport/cricket/articles/cp80gj3p25no
'Superhuman' teen swims hours to save family stranded off Australian coast,The 13-year-old swam 4km in rough water after his mother and siblings were swept out to sea off the coast of Western Australia.,https://www.bbc.com/news/articles/cx20zkkq54go
Snake at train station scares Sydney commuters,People were seen running away as soon as they came across the venomous snake.,https://www.bbc.com/news/videos/cvgdy0ze8eko
Injured Cummins not in Australia T20 World Cup squad,Australia's Pat Cummins is ruled out of the T20 World Cup in India and Sri Lanka because of a troubling back injury as Australia name their final selection.,https://www.bbc.com/sport/cricket/articles/c801n1gzvrdo
Molineux to succeed Healy as Australia captain,All-rounder Sophie Molineux will captain Australia in all formats following the retirement of current skipper Alyssa Healy in March.,https://www.bbc.com/sport/cricket/articles/c1klye0xk4wo
Australian PM says man who allegedly tried to bomb rally deserves 'full force of law',"A 31-year-old man has been detained after hurling an item at an ""Invasion Day"" rally crowd in Perth.",https://www.bbc.com/news/articles/ce3ep5jgzdgo
Perth plaza evacuated after man throws device into crowd,"The incident took place during a rally supporting Indigenous rights, which coincided with a national holiday.",https://www.bbc.com/news/articles/cgl8dd8zw5jo
Bradman baggy green cap sets record fee at auction,"A 'Baggy Green' cap worn by Don Bradman during a series against India in 1947-48 is been sold for A$460,000 (£232,000) at auction.",https://www.bbc.com/sport/cricket/articles/cd7zjpyggypo
Heatwave warnings across Australia as millions celebrate national day,"Temperatures are expected to peak on Tuesday, reaching the ""high forties"" in Victoria and South Australia.",https://www.bbc.com/news/articles/cz6y7nxx5jvo
"Boy, 12, dies from injuries after Sydney shark attack",Nico Antic was swimming in Sydney Harbour when he was attacked last Sunday.,https://www.bbc.com/news/articles/c2k98ql703no
"Social media firms have come to ban 'kicking and screaming', says Australia eSafety boss","As other nations consider similar laws, Julie Inman Grant told the BBC the ban is already exceeding expectations.",https://www.bbc.com/news/articles/c5y33xjmm3mo
Fugitive Australian shooter on bail at time of alleged murders,"Julian Ingram is wanted over the shooting deaths of three people, including his pregnant former partner.",https://www.bbc.com/news/articles/c98pp20gj83o
Australia has banned social media for kids under 16. How does it work?,The world-first law aims to reduce the risks children face online.,https://www.bbc.com/news/articles/cwyp9d3ddqyo
Three dead in shooting in Australia's New South Wales,A man is being sought in connection with the shootings in the small town of Lake Cargelligo on Thursday.,https://www.bbc.com/news/articles/c4g00mv29j5o
Australia's opposition coalition splits after row over Bondi shooting reforms,The disagreement over hate speech laws has reignited questions about Sussan Ley's leadership.,https://www.bbc.com/news/articles/cdexxy0k5w7o
Australia parliament passes gun reform and anti-hate bills after Bondi shooting,The reforms are in response to Australia's worst mass shooting in decades at a Jewish festival in December.,https://www.bbc.com/news/articles/c20ge5qwdl2o
Surfer injured in fourth shark attack in Australian state in 48 hours,Authorities are warning people to stay out of the Australian state's waterways after recent rainfall.,https://www.bbc.com/news/articles/cqxy3523nq2o
Man seriously injured in Sydney's third shark attack in two days,"In three separate incidents, a 12-year-old was also injured and an 11-year-old received assistance after his surfboard was bitten.",https://www.bbc.com/news/articles/c8013p5v2yvo
Martyn was given '50/50' chance of survival,Former Australia batter Damien Martyn says he was given a 50/50 chance of surviving the meningitis that saw him put in an induced coma last month.,https://www.bbc.com/sport/cricket/articles/cvgxjjkv3zzo
"'Baby, don't move': Australian woman wakes to find massive python on her chest",Rachel Bloor had assumed the heavy weight on her chest was her dog.,https://www.bbc.com/news/articles/cdex34930r4o
Aerial footage shows cars swept away by flash floods in Australia,Australia's Great Ocean Road closed on Thursday after flash floods hit the state of Victoria.,https://www.bbc.com/news/videos/c1wz807vpglo
How Australian festival imploded after axeing Palestinian author,"Some 180 writers, including former New Zealand Prime Minister Jacinda Ardern, have withdrawn from the event.",https://www.bbc.com/news/articles/cgm4jkwz2z8o
Australian novelist Craig Silvey charged with child exploitation offences,"Silvey, best known for his novel Jasper Jones, was arrested after police raided his Perth home.",https://www.bbc.com/news/articles/c2d75d4leygo
Pioneering gay footballer Josh Cavallo accuses former club of homophobia,"Adelaide United says it ""categorically rejects"" Cavallo's claims he was sidelined because of his sexuality.",https://www.bbc.com/news/articles/cjrznw9e243o
Australia great Healy to retire from cricket,Australia captain Alyssa Healy will retire from all forms of cricket following the upcoming series against India.,https://www.bbc.com/sport/cricket/articles/czdqy28241yo
"Meta blocks 550,000 accounts under Australia's social media ban","The new law, which came into effect in December, is aimed at protecting children from online harm.",https://www.bbc.com/news/articles/cpqye2yygl4o
One person dead and 300 buildings destroyed in Australia bushfires,A state of emergency has been declared in Victoria as thousands of firefighters battle the blaze.,https://www.bbc.com/news/articles/c75xdg2p36lo
"'I feel free': Australia's social media ban, one month on","Some say they've lost interest in social media since the ban, while others say nothing has changed.",https://www.bbc.com/news/articles/c0mpmgn3jv2o
Australians brace for 'property loss or worse' as bushfires destroy homes,All regions in Victoria are facing 'catastrophic' or 'extreme' fire warnings,https://www.bbc.com/news/articles/cevnxz24rldo
Australia PM announces royal commission into Bondi shooting,Anthony Albanese had previously resisted such an inquiry despite pressure from the Jewish community.,https://www.bbc.com/news/articles/c8x94lz0gevo
Heatwave hits Australia as officials warn of 'catastrophic' fire risk,The fire danger level for northern Victoria will be set at the highest level.,https://www.bbc.com/news/articles/cy4q898dkwxo
Ex-Australia batter Martyn wakes up from coma in 'miracle' recovery,"Martyn, who played 67 Test matches from 1992 to 2006, was diagnosed with meningitis late last month.",https://www.bbc.com/sport/cricket/articles/cx20ylkvql1o
Retiring Khawaja criticises 'racial stereotypes',Australia batter Usman Khawaja says he has been treated unfairly by the media and former players as he announces his retirement from international cricket.,https://www.bbc.com/sport/cricket/articles/cy5g32l2621o
"Threatening, durable, learning - what makes Starc elite?","Mitchell Starc has tormented England through the 2025-26 Ashes series, so what makes him so good and what new tricks have revived his career?",https://www.bbc.com/sport/cricket/articles/c78v84ygng8o
Sydney sends message of peace for New Year's after Bondi attack,The words peace and unity were projected onto the Sydney Harbour Bridge as thousands gathered to watch the annual fireworks.,https://www.bbc.com/news/articles/clye3xz52e5o
Ex-Australia batter Martyn in coma with meningitis,"Former Australia batter Damien Martyn, 54, who played 67 Test matches, is in an induced coma in a Queensland hospital after being diagnosed with meningitis..",https://www.bbc.com/sport/cricket/articles/c3013de0g88o
Passengers on stranded cruise ship to be flown back to Australia,The Coral Adventurer was on its first trip since the death of a passenger when it ran aground on a coral reef off the coast of Papua New Guinea.,https://www.bbc.com/news/articles/c3d0dp0my3jo
"'Drop your gun, stop doing what you're doing' - Bondi hero describes thoughts as he tackled attacker","Authorities say the actions of Ahmed al Ahmed, a shop owner, saved countless lives.",https://www.bbc.com/news/articles/cx2g263v3kzo
No spinner for Australia on 'grassy' MCG pitch,"Australia will not play a spinner in the Boxing Day Test on a Melbourne pitch stand-in captain Steve Smith described as “quite furry, quite green”.",https://www.bbc.com/sport/cricket/articles/c5y9jz73gr5o
"Australian man charged after endorsing Bondi attack had weapons stockpile, police say","Martin Glynn, 39, was arrested after a tip-off about his support of a targeted attack on Jews in Bondi.",https://www.bbc.com/news/articles/cly34n7rg5lo
Australia to deport British man charged with displaying Nazi symbols,"The immigration minister said the man is an unwelcome ""guest"" in Australia.",https://www.bbc.com/news/articles/cgke51rzpvro
'A miracle': Officer shot in head during Bondi attack home from hospital,"The Christmas homecoming of Jack Hibbert, who was shot in the head and shoulder, is a ""miracle"", his family say.",https://www.bbc.com/news/articles/cd0kxrr2jyko
"Bondi gunmen 'meticulously' planned attack for months, police allege",Police release a tranche of documents allegedly tracing the suspects' movements prior to the deadly shooting.,https://www.bbc.com/news/articles/ce86l95gx5po
Australian move to fast-track new gun and protest laws after Bondi shooting draws criticism,Civil liberties advocates say laws 'damage our democracy' while others say they scapegoat gun owners.,https://www.bbc.com/news/articles/cj9ydj7y0vvo
Minute's silence held to remember Bondi Beach attack victims,Australian Prime Minister Anthony Albanese was booed as he arrived at the memorial event.,https://www.bbc.com/news/articles/cre3l2xq9nzo
Australian PM announces intelligence review as country mourns Bondi attack,"Anthony Albanese says the country must be in a position to respond to ""the rapidly changing security environment"".",https://www.bbc.com/news/articles/c5ydzl0nwqeo
Australian state plans to ban intifada chants after Bondi shooting,New South Wales will look at passing hate speech laws after Australia's deadliest shooting in almost 30 years.,https://www.bbc.com/news/articles/c14v23vppz8o
Australia was seen as a world leader in gun control - Bondi has exposed a more complicated reality,"It introduced stricter gun laws after the 1996 Port Arthur massacre, but some say they now need to be tightened further.",https://www.bbc.com/news/articles/cqxql12317qo
"Bondi bravery: Lifeguards, a 'superhero' mum and a couple who died fighting",One father tells the BBC he owes the life of his child to a stranger forced into an impossible decision.,https://www.bbc.com/news/articles/czxp998rd9ko
Surfers and swimmers pay tribute to victims of Bondi shooting,Hundreds paddle out at Bondi Beach to commemorate the shooting victims from Sunday's attack.,https://www.bbc.com/news/videos/cjdrpx4yjv5o
Australia announces gun buyback scheme in wake of Bondi attack,"It is the largest scheme since the Port Arthur massacre in 1996, which prompted massive gun law reform.",https://www.bbc.com/news/articles/cn09p4kjj4wo
Australian PM announces crackdown on hate speech after Bondi shooting,Measures include fresh penalties for 'those who spread hate' as well as new powers to cancel or refuse visas.,https://www.bbc.com/news/articles/cgmneem1e89o
"Don't let Matilda's death fuel anger, say family of youngest Bondi victim",Lina Chernykh tells the BBC her niece Matilda was a joyous child who spread love everywhere she went.,https://www.bbc.com/news/articles/cd0krr3jrkjo
Mourning outside funeral of youngest Bondi victim,"Matilda, 10, was mourned by family, friends, and the community in Sydney after she was killed in the Bondi shooting on Sunday.",https://www.bbc.com/news/videos/c5yq9wpwnvqo
'A little fairytale' - Lyon overtakes McGrath in Test wicket-taker list,The Australia spinner now sits sixth on the all-time list with 564 wickets after removing Ollie Pope and Ben Duckett in the third Ashes Test in Adelaide.,https://www.bbc.com/sport/cricket/articles/c1lr7me6m66o
Family gives emotional eulogy for Bondi victim Rabbi Eli Schlanger,"Rabbi Ulman, the father-in-law of British-born Rabbi Eli Schlanger, said he hoped his son-in-law knew how loved he was.",https://www.bbc.com/news/videos/cpq4xe72e2eo
'It's a nightmare': Ten-year-old victim's mum speaks at Bondi memorial,"The mother of 10-year-old Matilda, the youngest victim of the Bondi Beach attack, paid tribute to her daughter at a flower memorial on Tuesday evening.",https://www.bbc.com/news/videos/c93w7y8475qo
Naveed Akram charged with 15 counts of murder over Bondi shooting,"Naveed Akram, 24, faces 59 charges in total following the attack at Sydney's Bondi Beach on Sunday.",https://www.bbc.com/news/articles/c98nm1ry38jo
'An unspeakable loss': Funeral takes place for rabbi killed in Bondi shooting,"UK-born Rabbi Schlanger mourned as someone beloved by his community and who spread ""love and joy"".",https://www.bbc.com/news/articles/cyvg17y24jmo
Mourners pay tribute to Rabbi Schlanger during funeral,"His death was described as an ""unspeakable loss"" in a service held at the Chabad of Bondi.",https://www.bbc.com/news/videos/c5yjvx4vp5do
Mourners gather for Rabbi Eli Schlanger's funeral,The first funerals are being held for victims of Sunday's mass shooting at Bondi Beach.,https://www.bbc.com/news/videos/ce86j91l70yo
Jewish Australians on why Bondi is a 'sanctuary' for them,The BBC spoke to Jewish people at Bondi Beach about why the suburb is significant to their community.,https://www.bbc.com/news/videos/c1w947rpv3qo
New footage reveals how people tried to stop Bondi Beach shooting,Eleven minutes of video captures the moment Australia's iconic beach turns into a scene of horror.,https://www.bbc.com/news/videos/c3e0wnv5zx2o
'Best of our country': Australian PM visits Bondi hero in hospital,"""Your heart is strong"", Anthony Albanese tells the father-of-two, calling him ""a true Australian hero"".",https://www.bbc.com/news/articles/cvg13z47vpdo
Dashcam video shows couple trying to stop gunman before being killed in Bondi attack,"Boris Gurman, 69, ""charged straight towards the danger"" and grabbed one of the attacker's guns, a witness said.",https://www.bbc.com/news/articles/cx2341yx719o
Police 'shot in the front': NSW premier rejects criticism of Bondi response,Some witnesses have suggested police were too slow to disarm the two gunmen during the Bondi shooting.,https://www.bbc.com/news/articles/cde644367j0o
What we know about the Bondi Beach Hanukkah shooting,A 10-year-old and a Holocaust survivor are among the15 people killed in the shooting.,https://www.bbc.com/news/articles/cqjg22rey0lo
Mountain of flowers at Bondi as Sydney mourns attack victims,Crowds of people have left flowers and candles as a tribute to the 15 people who were killed in the attack in Sydney.,https://www.bbc.com/news/videos/c4g40413206o
How BBC reporter's family day out at the beach turned into fear,Tessa Wong and her children had just left Bondi Beach when the gunmen launched a deadly attack.,https://www.bbc.com/news/articles/cm2v10jn378o
UK chief rabbi says cousin hid for 15 'terrifying' minutes in Bondi attack,Sir Ephraim Mirvis says nothing will stop Jews celebrating their faith in public following shooting in Sydney.,https://www.bbc.com/news/articles/cr7l35jgr0eo
How Bondi's Hanukkah festival turned from joy to horror within minutes,Videos and eyewitness accounts reveal how Australia's worst mass shooting in nearly three decades unfolded.,https://www.bbc.com/news/articles/c8dy54e6ljqo
More than 90 deaths this season: Are we seeing more avalanches?,Recent deadly incidents in California and Europe are putting avalanches - and how to avoid them - in the spotlight.,https://www.bbc.com/news/articles/cn4gjqv7vl3o
"Spain luxury hotel scammer booked rooms for one cent, police say","Police arrest a 20-year-old suspected of defrauding a luxury Madrid hotel of more than €20,000 by manipulating an online payment system.",https://www.bbc.com/news/articles/c0q3nwdk315o
Climber on trial for leaving girlfriend to die on Austria's highest mountain,Kerstin G's boyfriend is accused of leaving her unprotected and exhausted close to the summit during a blizzard.,https://www.bbc.com/news/articles/c5yv9plyjgpo
Gaffe-ridden Olympic commentary prompts Italy's Rai sport chief to resign,"Paolo Petrecca, whose gaffe-ridden commentary of the event went viral, stands down from his job.",https://www.bbc.com/news/articles/c1jkx7yg9p6o
Wave of arrests over killing of French nationalist piles pressure on far left,Eleven people are in detention in connection with the killing of far-right student activist Quentin Deranque.,https://www.bbc.com/news/articles/c62dzgy0q37o
'Difficult' Russia-Ukraine peace talks end without breakthrough,The second day of negotiations between Ukraine and Russia ended after just two hours.,https://www.bbc.com/news/articles/c0k1xj0d708o
Food prices are surging in Russia. Is the war hitting Russians in the pocket?,"Russia's economy is hanging between stagnation and decline, and ordinary Russians are beginning to feel the pinch.",https://www.bbc.com/news/articles/c1mjrgkk1m8o
Third Briton dies in French Alps avalanches in one week,A total of 28 people have died in avalanches since the start of the winter season in the French Alps.,https://www.bbc.com/news/articles/cy57nxrr6dqo
Benfica claim 'defamation campaign' against Prestianni,"Benfica claim there is a ""defamation campaign"" against Gianluca Prestianni as Uefa launch an investigation into claims he racially abused Real Madrid's Vinicius Jr.",https://www.bbc.com/sport/football/articles/cx24vnm4dp5o
Real Madrid tie halted over Vinicius racism allegation,Real Madrid's Champions League knockout phase play-off tie at Benfica is halted for 10 minutes after Vinicius Junior reports alleged racist abuse.,https://www.bbc.com/sport/football/articles/cpv843x1zgzo
Italian toddler in critical condition after transplanted heart 'burned by frostbite',Several people are under investigation after the organ was reportedly damaged during transport between hospitals.,https://www.bbc.com/news/articles/cpqw24v4dn9o
"Facing a demographic catastrophe, Ukraine is paying for troops to freeze their sperm","The law funds troops who want to freeze their eggs or their sperm, as Ukraine's population plummets.",https://www.bbc.com/news/articles/cqxd9549y4xo
Is VAR any better in the rest of Europe's top leagues?,You do not need to look far to find people proclaiming that VAR works fine outside the Premier League. BBC Sport spoke to people across Europe's top leagues to find out.,https://www.bbc.com/sport/football/articles/cdxz2ey2lz2o
Trump's new world order has become real and Europe is having to adjust fast,"European nations are asking whether traditional alliances can suffice, or whether they should be diversifying",https://www.bbc.com/news/articles/cddn002g6qzo
Gisèle Pelicot tells BBC: I felt crushed by horror - but I don't feel anger,"In an extensive interview with Newsnight, the woman at the heart of France's biggest rape trial speaks about betrayal, healing and choosing the right path.",https://www.bbc.com/news/articles/c9q5l22ryy4o
Rubio speech signals US-Europe relations are bruised but still friendly,The US Secretary of State sounds a conciliatory tone as he addresses European leaders in Munich.,https://www.bbc.com/news/articles/crk80vgrj2eo
The dart frog toxin allegedly used to kill Alexei Navalny,"The toxin, epibatidine, can be found in frogs in the wild in South America or manufactured in a lab.",https://www.bbc.com/news/videos/cwy6dlgg24ko
Flying oranges: Italian town celebrates carnival with historic street battle,A town in northern Italy has started celebrating carnival with its annual Battle of the Oranges where people hurl the fruit at each other for fun.,https://www.bbc.com/news/videos/cnv6zy10vz4o
Watch: 'I am a survivor' Gisèle Pelicot tells BBC Newsnight,"Ms Pelicot reveals it is ""inconceivable"" that the man she shared her life with ""could have committed these horrors"".",https://www.bbc.com/news/videos/c80jvkem8lro
How ciabatta was created to rival the baguette,Witness History's Rachel Naylor explains.,https://www.bbc.com/news/videos/cn71rv40kyzo
'My son is dead': Swiss bar owners confronted by fire victim families,"Jessica and Jacques Moretti are under criminal investigation for involuntary manslaughter, as well as bodily harm and arson through negligence.",https://www.bbc.com/news/videos/c99jr58m4z4o
Austrian climber found guilty after girlfriend froze to death on mountain,The woman died of hypothermia during a climbing trip on the Grossglockner mountain in January 2025.,https://www.bbc.com/news/articles/c0k1xkllknmo
The Russian village that lost its men to war,"In the remote village of Sedanka in Russia's Far East, almost all of its fighting-age men have left to join the Ukraine war.",https://www.bbc.com/news/articles/ce8n4l8elpgo
Veteran dissident who refused exile released,"Mikola Statkevich, who spent more than five years in prison in his native Belarus, is now recovering from a stroke at home, his wife says.",https://www.bbc.com/news/articles/cn0ewjdgrkzo
Man jailed for causing unlawful termination of pregnancy,"Adeleke Adelani forced his victim to take five misoprostol tablets on Valentine's Day 2020, the court heard.",https://www.bbc.com/news/articles/c78xjgq0nvqo
Ukraine in maps: Tracking the war with Russia,How Russia's gradual gains in the face of fierce Ukrainian opposition have affected the front line in recent months.,https://www.bbc.com/news/articles/c0l0k4389g2o
Musk cuts Starlink access for Russian forces - giving Ukraine an edge at the front,Ukrainian troops say Russian forces are suffering setbacks without access to Elon Musk's system.,https://www.bbc.com/news/articles/c0q3ndj7052o
US says 'meaningful progress' made as Ukraine talks enter second day,"The US special envoy struck an optimistic note after the first day of talks in Geneva, but hopes for a breakthrough remain low.",https://www.bbc.com/news/articles/cgk2mlv2k1ro
Nine arrested in France over death of far-right student,"Quentin Deranque died on Saturday, two days after being beaten in Lyon by masked men believed to be far-left militants.",https://www.bbc.com/news/articles/cvgj1qrqd47o
Shein under EU investigation over childlike sex dolls,Europe is examining whether the fast fashion giant breached the Digital Services Act.,https://www.bbc.com/news/articles/cr7321n1n0eo
France releases suspected Russian 'shadow fleet' tanker after fine paid,"French Foreign Minister Jean-Noël Barrot said the vessel was departing Marseille after a payment of ""several million euros"".",https://www.bbc.com/news/articles/c8xy4dl2xwgo
Deportation of Irish man in ICE custody temporarily halted,Lawyers for Seamus Culleton say a court has issued a temporary order pausing his deportation for 10 business days.,https://www.bbc.com/news/articles/c309mj57l78o
Five young people die in Spain apartment block fire,Firefighters say they do not know why the victims could not escape the blaze in the building's upper floor.,https://www.bbc.com/news/articles/c99jngpymyjo
Search for Irish women missing since 1990s ends for the night,"The search is for Josephine ""Jo Jo"" Dullard and Deirdre Jacob who have been missing since the 1990s.",https://www.bbc.com/news/articles/cvg182yq3v5o
Austrian man faces terror charges over Taylor Swift concert attack plot,The 21-year-old could be jailed for up to 20 years over a plot to attack the US singer's concert in 2024.,https://www.bbc.com/news/articles/ckg38j66401o
French police conduct searches over ex-minister Jack Lang's links to Epstein,"Police have raided Paris' prestigious Arab World Institute, which was headed by Lang until his resignation earlier this month.",https://www.bbc.com/news/articles/c8eg7rllgl7o
Student death puts French far-left under pressure,"Quentin Deranque, 23, died on Saturday after being beaten up on the street by a group of young men.",https://www.bbc.com/news/articles/c3630g3e802o
Italy's 'Lovers’ Arch' collapses into sea on Valentine's Day,The popular tourist attraction was a proposal spot for couples and featured on postcards.,https://www.bbc.com/news/articles/cpd8elz20jpo
Five injured as Swiss train derails in heavy snow,"One passenger was taken to hospital after the derailment, which police say could have been caused by an avalanche.",https://www.bbc.com/news/articles/cvg39g3xp1wo
Navalny's mother says she always knew he was murdered after poison finding,"On the second anniversary of his death, Lyudmila Navalnaya says her son did not ""simply die in prison"".",https://www.bbc.com/news/articles/cq6qg6l31l3o
What is the dart frog toxin allegedly used to kill Alexei Navalny?,"The toxin, epibatidine, can be found in frogs in the wild in South America or manufactured in a lab.",https://www.bbc.com/news/articles/cm289we7jzdo
Ukraine's ex-energy minister detained while attempting to leave country,His detention comes as he faces legal proceedings after being dismissed in a corruption scandal.,https://www.bbc.com/news/articles/c4g5380xwqjo
"UK wants action taken on Russia after Navalny frog poisoning, Cooper says","The foreign secretary said the UK would ""continue to look at co-ordinated action, including increasing sanctions on the Russian regime"".",https://www.bbc.com/news/articles/c8r15e4ek2vo
"Russia killed opposition leader Alexei Navalny using dart frog toxin, UK says","There is no innocent explanation for the toxin being found in samples taken from Navalny's body, the UK Foreign Office says.",https://www.bbc.com/news/articles/cwyk4lz4e3eo
The spectacular multimillion-euro heist nobody noticed,How did the thieves know exactly where the vault was and why did no-one hear the drill? Was it an inside job?,https://www.bbc.com/news/articles/cm2y2538lz8o
"Europe must be ready to fight, PM tells Munich Security Conference",The prime minister's speech comes after a tumultuous week in his political career back home.,https://www.bbc.com/news/articles/cp853p5g9meo
Queen's letter of support left Pelicot 'overwhelmed',"The Queen's note said Gisèle Pelicot's courage had ""created a powerful legacy that will change the narrative around shame, forever"".",https://www.bbc.com/news/articles/ckgl9vljk13o
"'I am a survivor,' Gisèle Pelicot says in in-depth BBC Newsnight interview","Ms Pelicot reveals it is ""inconceivable"" that the man she shared her life with ""could have committed these horrors"".",https://www.bbc.com/news/videos/c80jvkem8lro
Two Britons among three dead in French Alps avalanche,"The Britons had been part of a group of five people accompanied by an instructor, skiing off-piste in Val d'Isère.",https://www.bbc.com/news/articles/cd03elmng7do
France probes baby formula producers over contamination recalls,Paris prosecutors will investigate whether five firms are culpable for distributing batches that may have contained a toxin.,https://www.bbc.com/news/articles/cq8gqeq8yv0o
The war dead pictured on banned Ukrainian athlete's helmet,Vladyslav Heraskevych's helmet depicts fellow athletes who have been killed since Russia's full-scale invasion of his country.,https://www.bbc.com/news/articles/cnv63q1vpv1o
Orban rival accuses opponents of blackmail plot ahead of Hungary election,Peter Magyar suspects there are plans to release a sex tape of him from August 2024.,https://www.bbc.com/news/articles/c8758xv4eqeo
Leak damages 19th Century painting in latest Louvre setback,A catalogue of incidents at the world's most visited museum have placed museum bosses come under increasing scrutiny.,https://www.bbc.com/news/articles/c7951d1pgewo
IOC criticised for selling Nazi-era Olympics T-shirt,"The International Olympic Committee defends the T-shirt as being part of its Heritage Collection, celebrating styles from all editions of the Games.",https://www.bbc.com/news/articles/cpv8zwxwp2eo
Norway's former PM charged with gross corruption over Epstein links,"The charge was brought after the Council of Europe lifted his immunity, which he had as its former secretary general.",https://www.bbc.com/news/articles/c5yqr8eggvwo
US man found not guilty of father's murder by reason of insanity,"Henry McGowan, killed his 66-year-old father John McGowan at Ballyfin Demesne in November 2024.",https://www.bbc.com/news/articles/ce3gype96rvo
"Motorway collapses as deadly storms hit France, Portugal and Spain","Storm Nils batters several European countries, leaving one person dead and several others injured.",https://www.bbc.com/news/articles/c20l6d03e1no
Roadworks causing 'traffic chaos' for town,"Some traders have reported a drop in business due to ongoing traffic issues, a councillor says.",https://www.bbc.com/news/articles/c1l74rq2131o
